Countries;Continent
ES11;Continent
ES12;Continent
ES13;Continent
ES21;Continent
ES22;Continent
ES23;Continent
ES24;Continent
ES30;Continent
ES41;Continent
ES42;Continent
ES43;Continent
ES51;Continent
ES52;Continent
ES61;Continent
ES62;Continent
Portugal;Continent
BigFrance;Continent
